video_id,title,description,channel,publish_date,view_count,like_count,comment_count
BbzVyZhBZxw,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,"🔥Tamil Nadu 2026 Election Opinion Poll! 🗳️ | Who will win?
The first major Opinion Poll for the Tamil Nadu Assembly Election 2026 is out! 📊 Can DMK retain power under MK Stalin, or will AIADMK make a massive comeback?
Check out the projected seat shares for DMK, AIADMK, BJP, and others. Who is your choice for the next CM of Tamil Nadu? 🇮🇳

#TamilNaduElection2026​ #TNElection​ #MKStalin​ #EPS​ #Annamalai​ #OpinionPoll2026​ #DMK​ #AIADMK​ #BJP​ #PoliticsUpdate​ #tamilnadu​ news

latest 2026 Tamil Nadu Election Opinion Poll. 📉
The battle between the Rising Sun and the Two Leaves is heating up! ☀️🌿
Do you agree with these numbers?
 * DMK
 * AIADMK
 * BJP
 * Others
Comment your prediction below! 👇
Hashtags:
#TamilNadu2026​ #ElectionPoll​ #TNGovt​ #MKStalin​ #EPS​ #BJP​ #TamilPolitics​ #Shorts​ #DailyNews Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics​ #tamilshorts​ #tamilnaduelection2026​ #tamil​ #congress​ #opinionpoll​ #bjp​ #bjp4india​ #pmelection2029​ #pmmodi​ #rahulgandhi​#keralapolitics​ #bjpkerala​ #opinionpoll​ #tamilshorts​ #bjp4india​ #pmelection2029​ #congress​",Anshika Gk Study,2026-04-25T02:13:01Z,191585,0,10
YqvhWD2uZEk,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-28T15:28:36Z,30727,40,1
DZdr0AQ-sPo,📊 Tamil Nadu Assembly Election 2026: Mega Opinion Poll Analysis 🔥🚨😱 #tmc #bjp #news #ias,"📊 Tamil Nadu Assembly Election 2026: Mega Opinion Poll Analysis 🔥🚨😱
.
.
.
.
.
​Will Thalapathy Vijay's TVK create history in the upcoming Tamil Nadu elections? In this video, we dive deep into the latest ground-level updates and seat projections for the Tamil Nadu Vidhan Sabha Chunav. According to recent trends and surveys, the political landscape is shifting. Can the TVK secure a majority with 120+ seats, or will the DMK and AIADMK maintain their strongholds? We analyze the performance of all major parties including BJP and NTK.
​Watch the full video for a detailed breakdown of district-wise data, voter sentiment, and the potential ""Vijay Factor"" in TN politics!

​🔍 Key Highlights:🔥🔥
​TVK Projection: Is the 120+ seat mark realistic for Thalapathy Vijay?
​DMK & AIADMK: How many seats will the traditional giants retain?
​Third Front & Others: The impact of BJP and NTK on the final results.
​CM Race: Who is the public’s first choice for the next Chief Minister?
​📢 Stay Connected:
​For more regular updates on General Knowledge, Current Affairs, and Political Analysis, make sure to subscribe!
Video Credits & Research: Anandgkstudy

​#️⃣​ Hashtags:✅✅✅
​#TamilNaduElection2026​ #VijayTVK​ #ThalapathyVijay​ #TNElectionUpdate​ #OpinionPoll2026​ #DMK​ #AIADMK​ #Anandgkstudy​ #TNPolitics​ #TamilNaduChunav​ #ExitPoll​ #PoliticalAnalysis​

​⚠️ Disclaimer:🚨🚨
​General Knowledge & Educational Purposes Only: The data, seat projections, and figures shown in this video are based on various media reports, public surveys, and opinion polls. These are projections and not the actual final results. This video is intended for educational and informative purposes to discuss political trends and general studies. We do not guarantee the 100% accuracy of these figures as voter sentiment can change. Please refer to the Election Commission of India for official data",MrDaddanYadav,2026-04-30T16:26:25Z,45976,0,5
7t6y5Nahb2o,Tamilnadu assembly election 2026! Who win next election!#bjp4india#tamilshorts#tamilnews#tamilnadu,Tamilnadu assembly election 2026! Who will be the government!#election#tamilshorts#tamilnadu#tamil#tamilnews#tamilcinema#tamilshorts#bjpgovernment#bjj#bjpvscongress,Study’allnewone,2026-04-30T13:39:35Z,5527,18,0
6oS49yY9aPM,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-24T09:21:27Z,477785,641,22
LaBcp4U0fD8,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-25T15:59:00Z,108590,125,0
NqTmefxJ8dk,Tamil Nadu Election 2026: C-Voter Survey Results! TVK Leading? 🗳️ | TN Assembly Polls Prediction,"Tamil Nadu Assembly Election 2026: C-Voter Survey Analysis! 🗳️🚨🔥

​Who will lead the next government in Tamil Nadu? In this video, we break down the latest C-Voter Survey 2026 results for the upcoming TN Assembly Elections. We look at the projected seat counts for major parties like TVK, DMK, AIADMK, BJP, and INC.
​Will Thalapathy Vijay's TVK create a major shift in Tamil Nadu politics? Can the DMK maintain its stronghold? Watch the full video for a detailed analysis of the numbers and the current political atmosphere.

​Key Highlights:🚨🚨
​Total Seats: 234 | Majority Mark: 118
​TVK (Tamilaga Vettri Kazhagam) Projected Seats
​DMK & AIADMK Performance Analysis
​BJP and Congress (INC) Impact in TN
​Disclaimer: These figures are based on survey estimates and represent public sentiment at the time of the poll.

✅✅
​#TamilNaduElection2026 #CVoterSurvey #TNElection2026 #ThalapathyVijay #TVK #DMK #MKStalin #AIADMK #BJP #Congress #TNPolitics #AssemblyElection2026 #ElectionPrediction #GeneralKnowledge #CurrentAffairs",Anand gk study,2026-04-22T04:04:17Z,149739,425,22
4I3qkfszQMs,Tamilnadu assembly election 2026! First election opinion poll out!#tamilnadu#tamilnews#tamilshorts,Tamilnadu assembly election 2026! Who will be the government!#election#tamilshorts#tamilnadu#tamil#tamilnews#tamilcinema#tamilshorts#bjpgovernment#bjj#bjpvscongress#bjp4india#bjp4india,Anshika Gk Study,2026-04-26T08:17:53Z,87450,0,3
OQ_vpsZ_I_g,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-24T08:28:36Z,578319,516,26
D3hwpZDIGIQ,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-25T06:31:23Z,107783,114,5
8WDCUQZeJR0,Tamil Nadu assembly election 226 opinion poll #tamil,Tamil Nadu assembly election 226 opinion poll #tamil,upper gk 111,2026-04-26T13:31:00Z,87319,67,0
gR2vQL9jeTw,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-26T15:07:43Z,49401,56,2
K7Z_X70apB0,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-25T01:51:41Z,904789,652,6
-DUkDNfskiI,Tamil Nadu Election Twist: Can TVK Chief Vijay Trigger A Hung Assembly? | TVK Vs DMK Data | N18V,"Tamil Nadu Election Twist: Can TVK Chief Vijay Trigger A Hung Assembly? | TVK Vs DMK Data | N18V
How big is the Vijay factor in Tamil Nadu politics? Could his influence trigger a hung assembly, or does it create an opening for the National Democratic Alliance?

This deep dive looks at electoral math, shifting alliances, anti-incumbency, and whether Vijay could reshape one of India’s most watched political contests.
#TamilNadu #Vijay #nda  #Election2026 #DMK #AIADMK #TamilNaduElections2026 #ThalapathyVijay #TVK #MKStalin #EPS #Annamalai #PoliticalAnalysis #SouthIndiaPolitics #cnbctv18digital 

🔴CNBC TV18 LIVE TV: https://youtube.com/live/P857H4ej-MQ
SUBSCRIBE to our Channel: https://bit.ly/3nvEcxf
---------------------------------------------------------------------------------------------------------------------",CNBC-TV18,2026-04-27T15:40:36Z,16632,44,27
NB-a4VcxbPc,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-24T16:27:23Z,200138,172,3
ufR_Gp2zzjY,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-24T13:56:44Z,1310235,1496,40
UbKngVF6cx0,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-26T03:54:34Z,67155,86,3
IRw9s6IB858,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-25T09:08:10Z,104419,136,3
A0dYR_yCPmU,Big Fight in Tamil Nadu: DMK vs AIADMK vs New Challengers,"தமிழ்நாடு தேர்தல் 🔥 கடும் போட்டி😳யார் ஜெயிப்பார்? #dmk #mkstalin#thalapathy #tvk #election #politics
Tamilnadu assembly election 2026 #thalapathy  #tvk #mkstalin  #dmk #politics #election #shortsLatest updates on Tamil Nadu Assembly Election 2026! Thalapathy Vijay's Tamilaga Vettri Kazhagam (TVK) is gearing up to contest alone, with no alliances. In his recent Erode rally on December 18, 2025, Vijay called DMK an ""evil force"" (theeya sakthi) and TVK a ""pure force"" (thooya sakthi), launching a strong attack on the ruling party. MK Stalin-led DMK has formed a manifesto committee headed by Kanimozhi, focusing on jobs, women's welfare, farmers, and state rights.TVK's internal survey claims over 30% vote share, with projections showing a close race: DMK around 32-33%, TVK 31%, and AIADMK trailing. Vijay declared himself as CM candidate, positioning TVK as the main challenger in a potential three-way fight with DMK and AIADMK. Tamil Nadu politics is heating up with minority outreach and sharp criticisms!In this video:2026 election latest news and updatesThalapathy Vijay TVK campaign highlights from Erode rallyMK Stalin DMK strategy and manifesto plansOpinion polls and predictionsLike, share, subscribe and hit the bell icon! 🔔 Comment below - Who will win? TVK or DMK?TAMIL LANGUAGE தமிழ்நாடு சட்டமன்ற தேர்தல் 2026: தளபதி விஜய் TVK vs MK ஸ்டாலின் DMK - யார் வெல்ல போகிறார்? 🎉🔥2026 தமிழ்நாடு அசெம்பிளி எலக்ஷன் பற்றிய லேட்டஸ்ட் அப்டேட்ஸ்! தளபதி விஜய்யின் தமிழக வெற்றி கழகம் (TVK) சுயேச்சையாக போட்டியிட தயாராகி வருகிறது. விஜய் ""தூய சக்தி"" என்று TVK-ஐ அழைத்து, DMK-ஐ ""தீய சக்தி"" என்று விமர்சித்துள்ளார். MK ஸ்டாலின் தலைமையிலான DMK மீண்டும் வெற்றி பெற திட்டமிட்டு, மேனிஃபெஸ்டோ கமிட்டி அமைத்துள்ளது.TVK இன்டர்னல் சர்வேயில் 30% வோட் ஷேர் க்ளெய்ம்! விஜய் CM கேண்டிடேட் ஆக அறிவிக்கப்பட்டு, அலையன்ஸ் இல்லாமல் போட்டி. DMK vs TVK vs AIADMK - மூன்று முனை போட்டி உறுதி? தமிழ்நாடு அரசியல் இப்போது ஹாட் டாபிக்!இந்த வீடியோவில்:2026 தேர்தல் லேட்டஸ்ட் நியூஸ் & அப்டேட்ஸ்தளபதி விஜய் TVK கேம்பெய்ன் ஹைலைட்ஸ்MK ஸ்டாலின் DMK ஸ்ட்ராடஜிஒபினியன் போல்ஸ் & ப்ரிடிக்ஷன்ஸ்லைக், ஷேர், சப்ஸ்க்ரைப் செய்து பெல் ஐகானை கிளிக் செய்யுங்கள்! 🔔 கமெண்டில் உங்கள் ஒபினியன் சொல்லுங்கள் - யார் வெல்லும்? TVK or DMK?#TamilNaduElection2026 #ThalapathyVijay #TVK #VijayPolitics #MKStalin #DMK #TamilNaduPolitics #AssemblyElection2026 #Thalapathy #VijayTVK #TamilNews #ElectionNews #TamilPolitics #TamilNaduAssemblyElection #VijayVsStalin #IndiaElections2026Tamil Nadu Assembly Election 2026: Thalapathy Vijay's TVK vs MK Stalin's DMK - Who Will Win? 🎉🔥Latest updates on Tamil Nadu Assembly Election 2026! Thalapathy Vijay's Tamilaga Vettri Kazhagam (TVK) is gearing up to contest alone, with no alliances. In his recent Erode rally on December 18, 2025, Vijay called DMK an ""evil force"" (theeya sakthi) and TVK a ""pure force"" (thooya sakthi), launching a strong attack on the ruling party. MK Stalin-led DMK has formed a manifesto committee headed by Kanimozhi, focusing on jobs, women's welfare, farmers, and state rights.TVK's internal survey claims over 30% vote share, with projections showing a close race: DMK around 32-33%, TVK 31%, and AIADMK trailing. Vijay declared himself as CM candidate, positioning TVK as the main challenger in a potential three-way fight with DMK and AIADMK. Tamil Nadu politics is heating up with minority outreach and sharp criticisms!In this video:2026 election latest news and updatesThalapathy Vijay TVK campaign highlights from Erode rallyMK Stalin DMK strategy and manifesto plansOpinion polls and predictionsLike, share, subscribe and hit the bell icon! 🔔 Comment below - Who will win? TVK or DMK?TAMIL LANGUAGE தமிழ்நாடு சட்டமன்ற தேர்தல் 2026: தளபதி விஜய் TVK vs MK ஸ்டாலின் DMK - யார் வெல்ல போகிறார்? 🎉🔥2026 தமிழ்நாடு அசெம்பிளி எலக்ஷன் பற்றிய லேட்டஸ்ட் அப்டேட்ஸ்! தளபதி விஜய்யின் தமிழக வெற்றி கழகம் (TVK) சுயேச்சையாக போட்டியிட தயாராகி வருகிறது. விஜய் ""தூய சக்தி"" என்று TVK-ஐ அழைத்து, DMK-ஐ ""தீய சக்தி"" என்று விமர்சித்துள்ளார். MK ஸ்டாலின் தலைமையிலான DMK மீண்டும் வெற்றி பெற திட்டமிட்டு, மேனிஃபெஸ்டோ கமிட்டி அமைத்துள்ளது.TVK இன்டர்னல் சர்வேயில் 30% வோட் ஷேர் க்ளெய்ம்! விஜய் CM கேண்டிடேட் ஆக அறிவிக்கப்பட்டு, அலையன்ஸ் இல்லாமல் போட்டி. DMK vs TVK vs AIADMK - மூன்று முனை போட்டி உறுதி? தமிழ்நாடு அரசியல் இப்போது ஹாட் டாபிக்!இந்த வீடியோவில்:2026 தேர்தல் லேட்டஸ்ட் நியூஸ் & அப்டேட்ஸ்தளபதி விஜய் TVK கேம்பெய்ன் ஹைலைட்ஸ்MK ஸ்டாலின் DMK ஸ்ட்ராடஜிஒபினியன் போல்ஸ் & ப்ரிடிக்ஷன்ஸ்லைக், ஷேர், சப்ஸ்க்ரைப் செய்து பெல் ஐகானை கிளிக் செய்யுங்கள்! 🔔 கமெண்டில் உங்கள் ஒபினியன் சொல்லுங்கள் - யார் வெல்லும்? TVK or DMK?#TamilNaduElection2026 #ThalapathyVijay #TVK #VijayPolitics #MKStalin #DMK #TamilNaduPolitics #AssemblyElection2026 #Thalapathy #VijayTVK #TamilNews #ElectionNews #TamilPolitics #TamilNaduAssemblyElection #VijayVsStalin #IndiaElections2026",Hymatic,2026-04-23T07:30:04Z,4668644,38868,292
LOXXiO5Ibdk,“Tamil Nadu Assembly Election 2026: Who Will Rule the State Next?”,"தமிழ்நாடு தேர்தல் 🔥 கடும் போட்டி😳யார் ஜெயிப்பார்? #dmk #mkstalin#thalapathy #tvk #election #politics
Tamilnadu assembly election 2026 #thalapathy  #tvk #mkstalin  #dmk #politics #election #shortsLatest updates on Tamil Nadu Assembly Election 2026! Thalapathy Vijay's Tamilaga Vettri Kazhagam (TVK) is gearing up to contest alone, with no alliances. In his recent Erode rally on December 18, 2025, Vijay called DMK an ""evil force"" (theeya sakthi) and TVK a ""pure force"" (thooya sakthi), launching a strong attack on the ruling party. MK Stalin-led DMK has formed a manifesto committee headed by Kanimozhi, focusing on jobs, women's welfare, farmers, and state rights.TVK's internal survey claims over 30% vote share, with projections showing a close race: DMK around 32-33%, TVK 31%, and AIADMK trailing. Vijay declared himself as CM candidate, positioning TVK as the main challenger in a potential three-way fight with DMK and AIADMK. Tamil Nadu politics is heating up with minority outreach and sharp criticisms!In this video:2026 election latest news and updatesThalapathy Vijay TVK campaign highlights from Erode rallyMK Stalin DMK strategy and manifesto plansOpinion polls and predictionsLike, share, subscribe and hit the bell icon! 🔔 Comment below - Who will win? TVK or DMK?TAMIL LANGUAGE தமிழ்நாடு சட்டமன்ற தேர்தல் 2026: தளபதி விஜய் TVK vs MK ஸ்டாலின் DMK - யார் வெல்ல போகிறார்? 🎉🔥2026 தமிழ்நாடு அசெம்பிளி எலக்ஷன் பற்றிய லேட்டஸ்ட் அப்டேட்ஸ்! தளபதி விஜய்யின் தமிழக வெற்றி கழகம் (TVK) சுயேச்சையாக போட்டியிட தயாராகி வருகிறது. விஜய் ""தூய சக்தி"" என்று TVK-ஐ அழைத்து, DMK-ஐ ""தீய சக்தி"" என்று விமர்சித்துள்ளார். MK ஸ்டாலின் தலைமையிலான DMK மீண்டும் வெற்றி பெற திட்டமிட்டு, மேனிஃபெஸ்டோ கமிட்டி அமைத்துள்ளது.TVK இன்டர்னல் சர்வேயில் 30% வோட் ஷேர் க்ளெய்ம்! விஜய் CM கேண்டிடேட் ஆக அறிவிக்கப்பட்டு, அலையன்ஸ் இல்லாமல் போட்டி. DMK vs TVK vs AIADMK - மூன்று முனை போட்டி உறுதி? தமிழ்நாடு அரசியல் இப்போது ஹாட் டாபிக்!இந்த வீடியோவில்:2026 தேர்தல் லேட்டஸ்ட் நியூஸ் & அப்டேட்ஸ்தளபதி விஜய் TVK கேம்பெய்ன் ஹைலைட்ஸ்MK ஸ்டாலின் DMK ஸ்ட்ராடஜிஒபினியன் போல்ஸ் & ப்ரிடிக்ஷன்ஸ்லைக், ஷேர், சப்ஸ்க்ரைப் செய்து பெல் ஐகானை கிளிக் செய்யுங்கள்! 🔔 கமெண்டில் உங்கள் ஒபினியன் சொல்லுங்கள் - யார் வெல்லும்? TVK or DMK?#TamilNaduElection2026 #ThalapathyVijay #TVK #VijayPolitics #MKStalin #DMK #TamilNaduPolitics #AssemblyElection2026 #Thalapathy #VijayTVK #TamilNews #ElectionNews #TamilPolitics #TamilNaduAssemblyElection #VijayVsStalin #IndiaElections2026Tamil Nadu Assembly Election 2026: Thalapathy Vijay's TVK vs MK Stalin's DMK - Who Will Win? 🎉🔥Latest updates on Tamil Nadu Assembly Election 2026! Thalapathy Vijay's Tamilaga Vettri Kazhagam (TVK) is gearing up to contest alone, with no alliances. In his recent Erode rally on December 18, 2025, Vijay called DMK an ""evil force"" (theeya sakthi) and TVK a ""pure force"" (thooya sakthi), launching a strong attack on the ruling party. MK Stalin-led DMK has formed a manifesto committee headed by Kanimozhi, focusing on jobs, women's welfare, farmers, and state rights.TVK's internal survey claims over 30% vote share, with projections showing a close race: DMK around 32-33%, TVK 31%, and AIADMK trailing. Vijay declared himself as CM candidate, positioning TVK as the main challenger in a potential three-way fight with DMK and AIADMK. Tamil Nadu politics is heating up with minority outreach and sharp criticisms!In this video:2026 election latest news and updatesThalapathy Vijay TVK campaign highlights from Erode rallyMK Stalin DMK strategy and manifesto plansOpinion polls and predictionsLike, share, subscribe and hit the bell icon! 🔔 Comment below - Who will win? TVK or DMK?TAMIL LANGUAGE தமிழ்நாடு சட்டமன்ற தேர்தல் 2026: தளபதி விஜய் TVK vs MK ஸ்டாலின் DMK - யார் வெல்ல போகிறார்? 🎉🔥2026 தமிழ்நாடு அசெம்பிளி எலக்ஷன் பற்றிய லேட்டஸ்ட் அப்டேட்ஸ்! தளபதி விஜய்யின் தமிழக வெற்றி கழகம் (TVK) சுயேச்சையாக போட்டியிட தயாராகி வருகிறது. விஜய் ""தூய சக்தி"" என்று TVK-ஐ அழைத்து, DMK-ஐ ""தீய சக்தி"" என்று விமர்சித்துள்ளார். MK ஸ்டாலின் தலைமையிலான DMK மீண்டும் வெற்றி பெற திட்டமிட்டு, மேனிஃபெஸ்டோ கமிட்டி அமைத்துள்ளது.TVK இன்டர்னல் சர்வேயில் 30% வோட் ஷேர் க்ளெய்ம்! விஜய் CM கேண்டிடேட் ஆக அறிவிக்கப்பட்டு, அலையன்ஸ் இல்லாமல் போட்டி. DMK vs TVK vs AIADMK - மூன்று முனை போட்டி உறுதி? தமிழ்நாடு அரசியல் இப்போது ஹாட் டாபிக்!இந்த வீடியோவில்:2026 தேர்தல் லேட்டஸ்ட் நியூஸ் & அப்டேட்ஸ்தளபதி விஜய் TVK கேம்பெய்ன் ஹைலைட்ஸ்MK ஸ்டாலின் DMK ஸ்ட்ராடஜிஒபினியன் போல்ஸ் & ப்ரிடிக்ஷன்ஸ்லைக், ஷேர், சப்ஸ்க்ரைப் செய்து பெல் ஐகானை கிளிக் செய்யுங்கள்! 🔔 கமெண்டில் உங்கள் ஒபினியன் சொல்லுங்கள் - யார் வெல்லும்? TVK or DMK?#TamilNaduElection2026 #ThalapathyVijay #TVK #VijayPolitics #MKStalin #DMK #TamilNaduPolitics #AssemblyElection2026 #Thalapathy #VijayTVK #TamilNews #ElectionNews #TamilPolitics #TamilNaduAssemblyElection #VijayVsStalin #IndiaElections2026",Hymatic,2026-04-26T07:30:10Z,326454,1449,13
AzOChq1_A_4,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-27T10:53:02Z,29383,57,1
k_RHs3aRBTs,Ground Report: Tamil Nadu Assembly Election 2026 – Will Fate Change? | Exit Poll Live,"Ground Report: Tamil Nadu Assembly Election 2026 – Will Fate Change? | Exit Poll Live #tamilnaduelection2026
... 
... 
...
.... 
.... 
....

""The battle for the Tamil Nadu Assembly Elections 2026 has officially begun!
In this video, we will discuss the mega political showdown between Thalapathy Vijay’s party TVK, M.K. Stalin’s DMK, and the BJP.

Will Vijay’s entry into politics completely transform Tamil Nadu’s political landscape?
Can Stalin successfully defend his government and retain power?

Watch our most accurate Exit Poll 2026 analysis and understand the real public mood of Tamil Nadu.

📌 In this video, you will see:
✅ TVK (Thalapathy Vijay) vote bank and political impact
✅ DMK’s performance and major challenges
✅ BJP and PMK alliance strategy and seat calculations
✅ Expected seat predictions and possible outcomes**

... 
... 
...
.... 
.... 
....

#TamilNaduElection2026 #ExitPoll2026 #ThalapathyVijay #TVK #MKStalin #DMK
#BJP #PMK #TamilNaduPolitics #Elections2026 #PoliticalAnalysis #VijayPolitics #ElectionResults2026",Cool News Tv,2026-04-24T01:39:19Z,286361,840,55
ayiTjNZ5CjU,Tamilnadu assembly election 2026! Who will be win next election!#tamilshorts#tamilnadu#tamilnews,Tamilnadu assembly election 2026! Who will be the government!#election#tamilshorts#tamilnadu#tamil#tamilnews#tamilcinema#tamilshorts#bjpgovernment#bjj#bjpvscongress#bjp4india#bjp4india,Study’allnewone,2026-04-23T14:39:12Z,1313733,1328,30
S_mHJg0SjtU,Tamilnadu assembly election 2026! Who will be the government!#election​#tamilshorts,"Tamilnadu assembly election 2026! Who will be the government!#election#tamilshorts#tamilnadu#tamil#tamilnews#tamilcinema#tamilshorts#bjpgovernment#bjj#bjpvscongress#bjp4india#bjp4india






यह कोई ऑफिसियल सीट नहीं है! यह लोगो के बीच की एक जनमत सर्वे हे!",amit sb short ,2026-04-26T01:50:59Z,166108,0,5
311A7iNlW2Q,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-25T09:38:06Z,125722,129,6
xXl9XOZxnvA,Tamilnadu Assembly Election First Opinion Poll Survey || TN Election malayam Exit Poll 2026 |#dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics #tamilshorts #tamilnaduelection2026 #tamil #congress #opinionpoll #bjp #bjp4india #pmelection2029 #pmmodi #rahulgandhi#keralapolitics #bjpkerala #opinionpoll #tamilshorts #bjp4india #pmelection2029 #congress,Political Survey ,2026-04-26T08:09:35Z,67767,105,4
VqsC2dWdlmY,tamilnadu assembly election opinion poll survey 2026 #election #tamilnadu #opinionpoll #dmk,Tamilnadu assembly election 2026 New opinion poll survey came out #tamilnadupolitics​ #tamilshorts​ #tamilnaduelection2026​ #tamil​ #congress​ #opinionpoll​ #bjp​ #bjp4india​ #pmelection2029​ #pmmodi​ #rahulgandhi​#keralapolitics​ #bjpkerala​ #opinionpoll​ #tamilshorts​ #bjp4india​,Kunal Subhash Gotmare ,2026-04-28T01:49:54Z,21953,31,2
